epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,872.506,1.55995,1.50368,1.07249,0.64833,0.3833,0.43273,0.23108,1.48194,1.34193,1.0809,0.000217143,0.000217143,0.000217143
42,893.26,1.5314,1.54598,1.11048,0.75149,0.40858,0.48272,0.25199,1.47729,1.34641,1.07993,0.000210071,0.000210071,0.000210071
43,914.462,1.51774,1.53851,1.11357,0.69757,0.39718,0.45582,0.28104,1.40442,1.32023,1.05077,0.000203,0.000203,0.000203
44,935.702,1.54765,1.51539,1.07385,0.46958,0.52159,0.41058,0.24077,1.48395,1.3048,1.08264,0.000195929,0.000195929,0.000195929
45,956.736,1.53412,1.44757,1.08379,0.64352,0.48403,0.52903,0.26355,1.42057,1.44991,1.0532,0.000188857,0.000188857,0.000188857
46,977.428,1.54936,1.55294,1.07539,0.59632,0.41942,0.49795,0.2679,1.48284,1.32136,1.08013,0.000181786,0.000181786,0.000181786
47,998.239,1.53666,1.49518,1.08015,0.58096,0.42648,0.43885,0.2579,1.39359,1.2941,1.04865,0.000174714,0.000174714,0.000174714
48,1018.81,1.4721,1.42233,1.04933,0.7784,0.47991,0.56568,0.3346,1.39103,1.24573,1.04569,0.000167643,0.000167643,0.000167643
49,1039.62,1.54128,1.54603,1.06977,0.65246,0.47526,0.52176,0.3081,1.39534,1.24255,1.03368,0.000160571,0.000160571,0.000160571
50,1060.4,1.53266,1.42169,1.07778,0.60658,0.55247,0.52475,0.28872,1.37401,1.23068,1.04626,0.0001535,0.0001535,0.0001535
51,1081.22,1.46979,1.39623,1.06167,0.49406,0.42588,0.41974,0.25465,1.37614,1.20054,1.03589,0.000146429,0.000146429,0.000146429
52,1102.13,1.45895,1.42114,1.09021,0.60114,0.55886,0.50851,0.28997,1.39483,1.20462,1.04079,0.000139357,0.000139357,0.000139357
53,1123.13,1.48393,1.39846,1.08972,0.62745,0.54655,0.47213,0.30488,1.33684,1.22526,1.02525,0.000132286,0.000132286,0.000132286
54,1143.94,1.34157,1.27506,1.04724,0.60116,0.57363,0.4809,0.30753,1.35264,1.18123,1.0351,0.000125214,0.000125214,0.000125214
55,1165.04,1.43404,1.37142,1.04521,0.70271,0.55922,0.52958,0.31896,1.34689,1.22743,1.0299,0.000118143,0.000118143,0.000118143
56,1185.99,1.54738,1.51555,1.10559,0.60904,0.59429,0.54087,0.31168,1.35807,1.14918,1.02994,0.000111071,0.000111071,0.000111071
57,1206.91,1.45908,1.35084,1.06246,0.81121,0.52981,0.53545,0.29279,1.33532,1.08203,1.01499,0.000104,0.000104,0.000104
58,1227.91,1.42093,1.24394,1.0363,0.56625,0.53868,0.54015,0.29878,1.36324,1.14549,1.04045,9.69286e-05,9.69286e-05,9.69286e-05
59,1249.04,1.41645,1.32178,1.03589,0.74434,0.50377,0.54595,0.30209,1.36442,1.14182,1.03119,8.98571e-05,8.98571e-05,8.98571e-05
60,1270.2,1.43889,1.34086,1.0328,0.71085,0.57214,0.51857,0.31668,1.33693,1.16597,1.03902,8.27857e-05,8.27857e-05,8.27857e-05
61,1292.7,1.39062,1.25355,0.99526,0.73812,0.5546,0.53445,0.33638,1.32979,1.13176,1.01941,7.57143e-05,7.57143e-05,7.57143e-05
62,1314.83,1.35871,1.26288,0.99036,0.71578,0.56415,0.52185,0.31936,1.34402,1.12439,1.02613,6.86429e-05,6.86429e-05,6.86429e-05
63,1336.7,1.31689,1.23503,0.97034,0.70884,0.55063,0.50293,0.30719,1.30977,1.13854,1.01512,6.15714e-05,6.15714e-05,6.15714e-05
64,1358.42,1.3815,1.19111,0.96462,0.72839,0.56694,0.5738,0.3221,1.32573,1.09166,1.00662,5.45e-05,5.45e-05,5.45e-05
65,1380.83,1.34265,1.11988,0.9771,0.78736,0.55782,0.60273,0.31164,1.34547,1.09289,1.01787,4.74286e-05,4.74286e-05,4.74286e-05
66,1401.99,1.35531,1.22963,0.96382,0.84039,0.53656,0.59887,0.34108,1.32733,1.06771,1.0199,4.03571e-05,4.03571e-05,4.03571e-05
67,1423.91,1.32009,1.16704,0.96312,0.86567,0.52543,0.60266,0.34154,1.32954,1.0874,1.01307,3.32857e-05,3.32857e-05,3.32857e-05
68,1445.18,1.28532,1.10931,0.95539,0.76069,0.54414,0.57638,0.33368,1.30653,1.06466,1.0068,2.62143e-05,2.62143e-05,2.62143e-05
69,1466.75,1.27371,1.09669,0.9334,0.76413,0.55543,0.58396,0.34933,1.30398,1.06184,0.99865,1.91429e-05,1.91429e-05,1.91429e-05
70,1488.43,1.3171,1.13951,0.95367,0.81448,0.54046,0.56899,0.33861,1.30326,1.05483,1.00173,1.20714e-05,1.20714e-05,1.20714e-05
